Date,Open,High,Low,Close,Volume,Adj Close
2008-10-07,117.81,141.25,117.03,140.27,33874700,140.27
2008-10-06,119.00,129.89,115.00,120.55,29789600,120.55
2008-10-03,98.00,111.39,95.00,110.98,21748300,110.98
2008-10-02,97.38,104.00,96.67,102.00,13761500,102.00
2008-10-01,102.34,104.01,95.54,96.59,17390000,96.59
2008-09-30,110.64,114.77,99.76,100.99,18546900,100.99
2008-09-29,102.84,119.99,100.79,114.30,22181600,114.30
2008-09-26,107.42,108.60,96.10,96.33,20723300,96.33
2008-09-25,104.15,105.43,97.92,101.57,20021200,101.57
2008-09-24,102.00,107.00,101.87,105.65,14155400,105.65
2008-09-23,103.26,107.15,99.78,104.09,22758100,103.91
2008-09-22,97.15,102.60,95.98,102.00,21963100,101.82
2008-09-19,87.63,102.90,87.00,100.00,19291000,99.82
2008-09-18,131.15,154.77,110.50,115.44,76612400,115.24
2008-09-17,125.63,141.10,124.18,135.01,73774400,134.77
2008-09-16,142.65,150.00,118.00,118.02,67455900,117.81
2008-09-15,125.91,133.00,118.10,132.52,73240800,132.29
2008-09-12,116.92,117.95,110.66,113.13,50760700,112.93
2008-09-11,123.02,124.56,112.06,112.33,59048500,112.13
2008-09-10,112.14,120.50,110.96,116.56,52196900,116.35
2008-09-09,106.85,115.06,102.63,114.59,51685200,114.39
2008-09-08,97.30,110.85,96.40,103.24,61491800,103.06
2008-09-05,123.29,123.50,112.23,112.70,50022100,112.50
2008-09-04,112.42,119.50,110.89,118.90,40331400,118.69
2008-09-03,114.19,115.82,109.75,110.01,38704700,109.82
2008-09-02,110.69,116.93,108.75,113.38,37391700,113.18
2008-08-29,118.86,119.03,114.60,116.69,23560300,116.48
2008-08-28,122.91,124.13,116.00,116.75,33701500,116.54
2008-08-27,130.29,131.81,125.59,126.40,27686100,126.18
2008-08-26,131.83,134.50,128.35,130.46,29338600,130.23
2008-08-25,127.45,132.00,127.01,131.48,24155600,131.25
2008-08-22,126.72,129.90,124.76,124.91,31070900,124.69
2008-08-21,135.22,135.95,130.34,132.50,30635100,132.27
2008-08-20,132.59,137.00,129.00,129.17,39372100,128.94
2008-08-19,129.55,135.00,128.38,131.99,37308600,131.76
2008-08-18,119.70,126.70,119.26,125.58,31913200,125.36
2008-08-15,118.60,120.90,114.77,118.81,30938900,118.60
2008-08-14,128.44,129.01,119.07,120.29,40851800,120.08
2008-08-13,123.47,130.29,123.00,126.52,50040600,126.30
2008-08-12,113.55,122.46,113.45,119.75,40992300,119.54
2008-08-11,115.65,117.24,106.45,110.71,39083000,110.51
2008-08-08,125.11,125.18,113.06,115.15,32156100,114.95
2008-08-07,117.75,125.25,115.36,122.74,33758500,122.52
2008-08-06,115.30,117.10,112.31,113.22,31435100,113.02
2008-08-05,119.56,121.05,111.92,112.12,35055000,111.92
2008-08-04,123.06,126.89,120.00,123.22,28430500,123.00
2008-08-01,120.37,127.28,119.00,120.26,31194200,120.05
2008-07-31,123.20,124.15,117.59,121.08,38166300,120.87
2008-07-30,119.10,126.91,115.00,119.16,51741900,118.95
2008-07-29,141.50,144.62,123.32,123.66,45068900,123.44
2008-07-28,133.96,144.10,128.27,141.98,37965100,141.73
2008-07-25,130.64,136.98,125.82,132.60,43530400,132.37
2008-07-24,116.16,132.30,115.98,130.70,47467700,130.47
2008-07-23,123.63,124.46,111.30,116.89,59682500,116.68
2008-07-22,144.50,148.45,120.99,122.75,43372900,122.53
2008-07-21,132.52,139.37,130.00,137.35,36330000,137.11
2008-07-18,136.47,144.21,133.50,138.00,35441700,137.76
2008-07-17,146.70,155.65,136.00,145.76,48445900,145.50
2008-07-16,190.91,198.38,157.09,159.75,34726100,159.47
2008-07-15,196.78,211.75,183.44,203.91,36732100,203.55
2008-07-14,166.50,192.31,163.70,192.01,29128100,191.67
2008-07-11,177.07,182.29,166.03,174.46,29345600,174.15
2008-07-10,169.50,172.31,161.79,167.04,32146600,166.74
2008-07-09,149.34,166.19,148.26,164.35,25101400,164.06
2008-07-08,168.89,173.14,148.93,150.74,28556900,150.47
2008-07-07,158.17,173.89,155.12,171.09,27896500,170.79
