Date,Close,Close,Close
10/23/2006,42.43,84.28,56.23
10/20/2006,42,82.8,57.3
10/19/2006,41.9,82.6,57.09
10/18/2006,41.8,81.9,57.71
10/17/2006,42,83.05,57.35
10/16/2006,42.47,84.7,55.83
10/13/2006,42.43,84.54,55.9
10/12/2006,42.2,83.9,56.45
10/11/2006,41.54,81.2,58.2
10/10/2006,41.62,81.5,58.28
10/9/2006,41.55,81.05,58.3
10/6/2006,41.41,80.65,58.46
10/5/2006,41.5,81.1,58.3
10/4/2006,41.3,80.05,59
10/3/2006,40.31,76.54,61.9
10/2/2006,40.14,76,62.4
9/29/2006,40.65,77.9,60.8
9/28/2006,40.83,78.5,60.3
9/27/2006,40.72,78.04,60.5
9/26/2006,40.77,78.44,60.5
9/25/2006,40.57,77.8,60.99
9/22/2006,39.87,75.03,62.95
9/21/2006,40.18,76.35,62.13
9/20/2006,40.43,77.35,61.25
9/19/2006,39.85,75.12,63.1
9/18/2006,40.12,76.04,62.07
9/15/2006,40.11,76.1,62.34
9/14/2006,39.99,75.37,62.56
9/13/2006,39.95,75.45,62.9
9/12/2006,39.68,74.59,63.65
9/11/2006,38.96,71.8,66.14
9/8/2006,38.72,70.85,66.88
9/7/2006,38.49,70.15,67.69
9/6/2006,38.67,70.78,66.86
9/5/2006,39.46,73.65,64.43
9/1/2006,39.08,72.35,65.57
8/31/2006,38.87,71.7,66.29
8/30/2006,38.91,71.78,66.35
8/29/2006,38.73,71.15,66.7
8/28/2006,38.61,70.7,67
8/25/2006,38.32,69.7,68.01
8/24/2006,38.25,69.43,68.16
8/23/2006,38.14,68.9,68.85
8/22/2006,38.43,70.08,67.52
8/21/2006,38.42,69.9,67.5
8/18/2006,38.79,71.2,66.2
8/17/2006,38.73,71.3,66.5
8/16/2006,38.59,70.85,67
8/15/2006,37.7,67.63,70.25
8/14/2006,36.77,64.28,73.85
8/11/2006,36.53,63.7,74.62
8/10/2006,36.79,64.33,73.75
8/9/2006,36.53,63.52,74.86
8/8/2006,36.48,63.55,74.92
8/7/2006,36.71,64.36,73.7
8/4/2006,36.95,65.15,72.8
8/3/2006,37.12,65.75,72.25
8/2/2006,36.89,64.67,73.2
8/1/2006,36.48,63.5,74.7
7/31/2006,37.1,65.75,72.1
7/28/2006,37.11,65.88,72.35
7/27/2006,36.35,63.35,75.4
7/26/2006,36.59,64,74.36
7/25/2006,36.62,63.87,74
7/24/2006,36.41,63.25,74.9
7/21/2006,35.7,61,77.9
7/20/2006,36.08,62.41,76.65
7/19/2006,36.62,64.16,74.4
7/18/2006,36.15,62.8,76
7/17/2006,36.03,62.45,76.5
7/14/2006,35.94,62.15,76.95
7/13/2006,36.31,63.45,75.13
7/12/2006,36.93,65.54,
7/11/2006,37.64,68.24,
7/10/2006,37.36,67.14,
7/7/2006,37.69,68.27,
7/6/2006,38.11,69.8
7/5/2006,38.15,70.21
7/3/2006,39,73.09
6/30/2006,38.77,72.25
6/29/2006,38.96,72.95
6/28/2006,37.81,68.79
6/27/2006,37.53,67.96
6/26/2006,38.25,70.6
6/23/2006,38.15,70.34
6/22/2006,38.19,70.55
6/21/2006,38.68,
6/20/2006,38.08,
6/19/2006,38.03,
6/16/2006,38.34,
6/15/2006,38.65,
6/14/2006,37.63,
6/13/2006,37.25
6/12/2006,37.4
6/9/2006,38.15
6/8/2006,38.4
6/7/2006,38.46
6/6/2006,38.75
6/5/2006,38.78
6/2/2006,39.64
6/1/2006,39.74
5/31/2006,38.82
5/30/2006,38.64
5/26/2006,39.49
5/25/2006,39.36
5/24/2006,38.85
5/23/2006,38.59
5/22/2006,38.97
5/19/2006,39.35
5/18/2006,39.05
5/17/2006,39.32
5/16/2006,39.86
5/15/2006,40.16
5/12/2006,40.19
5/11/2006,40.74
5/10/2006,41.67
5/9/2006,42.04
5/8/2006,42.2
5/5/2006,42.16
5/4/2006,41.83
5/3/2006,41.49
5/2/2006,41.55
5/1/2006,41.44
4/28/2006,41.85
4/27/2006,42.26
4/26/2006,41.86
4/25/2006,41.87
4/24/2006,41.96
4/21/2006,42
4/20/2006,42.5
4/19/2006,42.65
4/18/2006,42.46
4/17/2006,41.66
4/13/2006,42.1
4/12/2006,41.93
4/11/2006,41.92
4/10/2006,42.26
4/7/2006,42.32
4/6/2006,42.73
4/5/2006,42.61
4/4/2006,42.21
4/3/2006,41.98
3/31/2006,41.93
3/30/2006,42.05
3/29/2006,41.92
3/28/2006,41.14
3/27/2006,41.31
3/24/2006,41.3
3/23/2006,41.09
3/22/2006,41.21
3/21/2006,41.11
3/20/2006,41.55
3/17/2006,41.45
3/16/2006,41.37
3/15/2006,41.72
3/14/2006,41.37
3/13/2006,40.68
3/10/2006,40.56
3/9/2006,40.52
3/8/2006,40.87
3/7/2006,40.85
3/6/2006,41.09
3/3/2006,41.45
3/2/2006,41.69
3/1/2006,41.66
2/28/2006,41.1
2/27/2006,41.72
2/24/2006,41.26
2/23/2006,41.15
2/22/2006,41.26
2/21/2006,40.75
2/17/2006,41.21
2/16/2006,41.54
2/15/2006,41.16
2/14/2006,40.9
2/13/2006,40.49
2/10/2006,40.96
2/9/2006,40.71
2/8/2006,41.1
2/7/2006,40.63
2/6/2006,40.81
2/3/2006,40.92
2/2/2006,41.43
2/1/2006,42.15
1/31/2006,42
1/30/2006,42.19
1/27/2006,42.11
1/26/2006,41.55
1/25/2006,41.26
1/24/2006,41.44
1/23/2006,41.26
1/20/2006,41.25
1/19/2006,42.52
1/18/2006,42.21
1/17/2006,42.7
1/13/2006,42.98
1/12/2006,43
1/11/2006,43.21
1/10/2006,42.88
1/9/2006,42.85
1/6/2006,42.68
1/5/2006,41.92
1/4/2006,41.74
1/3/2006,41.31
12/30/2005,40.41
12/29/2005,40.72
12/28/2005,40.99
12/27/2005,41.04
12/23/2005,41.4
12/22/2005,41.4
12/21/2005,41.13
12/20/2005,40.95
12/19/2005,40.92
12/16/2005,41.58
12/15/2005,41.97
12/14/2005,41.9
12/13/2005,42.04
12/12/2005,41.87
12/9/2005,41.72
12/8/2005,41.56
12/7/2005,41.86
12/6/2005,41.94
12/5/2005,41.8
12/2/2005,42.11
12/1/2005,42.01
11/30/2005,41.24
11/29/2005,41.34
11/28/2005,41.54
11/25/2005,41.89
11/23/2005,41.8
11/22/2005,41.7
11/21/2005,41.55
11/18/2005,41.45
11/17/2005,41.31
11/16/2005,40.77
11/15/2005,40.52
11/14/2005,40.71
11/11/2005,40.71
11/10/2005,40.6
11/9/2005,40.16
11/8/2005,40.14
11/7/2005,40.13
11/4/2005,40.08
11/3/2005,39.94
11/2/2005,39.35
11/1/2005,38.84
10/31/2005,38.87
10/28/2005,38.32
10/27/2005,38.03
10/26/2005,38.81
10/25/2005,39.01
10/24/2005,39.16
10/21/2005,38.55
10/20/2005,38.31
10/19/2005,38.67
10/18/2005,37.91
10/17/2005,38.18
10/14/2005,38.06
10/13/2005,37.78
10/12/2005,37.49
10/11/2005,37.94
10/10/2005,38.13
10/7/2005,38.34
10/6/2005,38.25
10/5/2005,38.76
10/4/2005,39.3
10/3/2005,39.56
9/30/2005,39.46
9/29/2005,39.2
9/28/2005,38.68
9/27/2005,38.67
9/26/2005,38.76
9/23/2005,38.75
9/22/2005,38.64
9/21/2005,38.5
9/20/2005,38.93
9/19/2005,39.09
9/16/2005,39.4
9/15/2005,39.16
9/14/2005,39.18
9/13/2005,39.63
9/12/2005,39.73
9/9/2005,39.62
9/8/2005,39.4
9/7/2005,39.41
9/6/2005,39.34
9/2/2005,38.77
9/1/2005,38.92
8/31/2005,38.98
8/30/2005,38.62
8/29/2005,38.76
8/26/2005,38.46
8/25/2005,38.59
8/24/2005,38.5
8/23/2005,38.73
8/22/2005,38.84
8/19/2005,38.82
8/18/2005,38.84
8/17/2005,39.04
8/16/2005,38.81
8/15/2005,39.45
8/12/2005,39.21
8/11/2005,39.43
8/10/2005,39.11
8/9/2005,39.45
8/8/2005,39.19
8/5/2005,39.48
8/4/2005,39.67
8/3/2005,40.06
8/2/2005,40.08
8/1/2005,39.65
7/29/2005,39.58
7/28/2005,39.91
7/27/2005,39.72
7/26/2005,39.42
7/25/2005,39.27
7/22/2005,39.42
7/21/2005,39.47
7/20/2005,39.46
7/19/2005,39.18
7/18/2005,38.73
7/15/2005,38.89
7/14/2005,38.77
7/13/2005,38.39
7/12/2005,38.3
7/11/2005,38.12
7/8/2005,37.77
7/7/2005,37.06
7/6/2005,36.93
7/5/2005,37.11
7/1/2005,36.73
6/30/2005,36.78
6/29/2005,37.07
6/28/2005,37.15
6/27/2005,36.8
6/24/2005,36.97
6/23/2005,37.39
6/22/2005,37.81
6/21/2005,37.85
6/20/2005,37.87
6/17/2005,37.87
6/16/2005,37.9
6/15/2005,37.7
6/14/2005,37.58
6/13/2005,37.73
6/10/2005,37.55
6/9/2005,37.95
6/8/2005,37.71
6/7/2005,37.79
6/6/2005,38.11
6/3/2005,38.1
6/2/2005,38.66
6/1/2005,38.39
5/31/2005,38.08
5/27/2005,38.21
5/26/2005,38.19
5/25/2005,37.81
5/24/2005,37.97
5/23/2005,37.85
5/20/2005,37.66
5/19/2005,37.51
5/18/2005,37.2
5/17/2005,36.7
5/16/2005,36.48
5/13/2005,36.24
5/12/2005,35.85
5/11/2005,35.95
5/10/2005,35.77
5/9/2005,36.03
5/6/2005,35.86
5/5/2005,35.76
5/4/2005,35.73
5/3/2005,35.3
5/2/2005,35.12
4/29/2005,34.98
4/28/2005,34.75
4/27/2005,35.1
4/26/2005,35.05
4/25/2005,35.38
4/22/2005,35.09
4/21/2005,35.62
4/20/2005,34.7
4/19/2005,34.99
4/18/2005,34.75
4/15/2005,34.74
4/14/2005,35.55
4/13/2005,36.06
4/12/2005,36.66
4/11/2005,36.48
4/8/2005,36.64
4/7/2005,36.94
4/6/2005,36.5
4/5/2005,36.56
4/4/2005,36.46
4/1/2005,36.2
3/31/2005,36.57
3/30/2005,36.73
3/29/2005,36.05
3/28/2005,36.34
3/24/2005,36.27
3/23/2005,36.26
3/22/2005,36.13
3/21/2005,36.58
3/18/2005,36.51
3/17/2005,36.71
3/16/2005,36.62
3/15/2005,37.04
3/14/2005,37.34
3/11/2005,37.17
3/10/2005,37.52
3/9/2005,37.57
3/8/2005,37.68
3/7/2005,38.06
3/4/2005,37.52
3/3/2005,37.3
3/2/2005,37.61
3/1/2005,37.63
2/28/2005,37.22
2/25/2005,37.62
2/24/2005,37.41
2/23/2005,36.94
2/22/2005,36.89
2/18/2005,37.35
2/17/2005,37.47
2/16/2005,37.98
2/15/2005,38.12
2/14/2005,37.87
2/11/2005,37.7
2/10/2005,37.15
2/9/2005,37.11
2/8/2005,37.74
2/7/2005,37.67
2/4/2005,37.75
2/3/2005,37.15
2/2/2005,37.58
2/1/2005,37.52
1/31/2005,37.4
1/28/2005,36.92
1/27/2005,37.1
1/26/2005,37.15
1/25/2005,36.71
1/24/2005,36.53
1/21/2005,37.05
1/20/2005,37.35
1/19/2005,38.08
1/18/2005,38.72
1/14/2005,38.43
1/13/2005,38.07
1/12/2005,38.58
1/11/2005,38.26
1/10/2005,38.53
1/7/2005,38.55
1/6/2005,38.35
1/5/2005,38.54
1/4/2005,38.78
1/3/2005,39.5
12/31/2004,39.92
12/30/2004,39.99
12/29/2004,40.02
12/28/2004,39.97
12/27/2004,39.59
12/23/2004,39.76
12/22/2004,39.73
12/21/2004,39.68
12/20/2004,39.2
12/17/2004,39.47
12/16/2004,39.95
12/15/2004,40.33
12/14/2004,40.48
12/13/2004,40.28
12/10/2004,39.93
12/9/2004,40.05
12/8/2004,39.81
12/7/2004,39.58
12/6/2004,40.27
12/3/2004,40.13
12/2/2004,40.07
12/1/2004,39.92
11/30/2004,39.12
11/29/2004,39.2
11/26/2004,39.21
11/24/2004,39.33
11/23/2004,38.99
11/22/2004,39.05
11/19/2004,38.68
11/18/2004,39.29
11/17/2004,39.11
11/16/2004,38.59
11/15/2004,38.83
11/12/2004,38.66
11/11/2004,38.29
11/10/2004,37.79
11/9/2004,37.92
11/8/2004,38
11/5/2004,37.96
11/4/2004,37.62
11/3/2004,37.41
11/2/2004,37.16
11/1/2004,37.04
10/29/2004,36.9
10/28/2004,36.96
10/27/2004,36.73
10/26/2004,35.82
10/25/2004,35.63
10/22/2004,35.8
10/21/2004,36.6
10/20/2004,36.05
10/19/2004,35.88
10/18/2004,36.14
10/15/2004,35.63
10/14/2004,35.45
10/13/2004,35.61
10/12/2004,35.69
10/11/2004,35.75
10/8/2004,35.58
10/7/2004,36.24
10/6/2004,36.65
10/5/2004,36.36
10/4/2004,36.31
10/1/2004,36.1
9/30/2004,35.14
9/29/2004,35.08
9/28/2004,34.57
9/27/2004,34.5
9/24/2004,34.8
9/23/2004,34.92
9/22/2004,34.95
9/21/2004,35.57
9/20/2004,35.43
9/17/2004,35.43
9/16/2004,35.32
9/15/2004,35.25
9/14/2004,35.63
9/13/2004,35.58
9/10/2004,35.12
9/9/2004,34.59
9/8/2004,34.3
9/7/2004,34.43
9/3/2004,34.14
9/2/2004,34.78
9/1/2004,34.27
8/31/2004,34.02
8/30/2004,33.98
8/27/2004,34.56
8/26/2004,34.4
8/25/2004,34.55
8/24/2004,34.08
8/23/2004,34.09
8/20/2004,34.01
8/19/2004,33.67
8/18/2004,33.85
8/17/2004,33.26
8/16/2004,32.89
8/13/2004,32.52
8/12/2004,32.47
8/11/2004,32.92
8/10/2004,33.21
8/9/2004,32.8
8/6/2004,32.72
8/5/2004,33.6
8/4/2004,34.24
8/3/2004,34.23
8/2/2004,34.96
7/30/2004,34.89
7/29/2004,34.78
7/28/2004,34.38
7/27/2004,34.53
7/26/2004,34.06
7/23/2004,34.21
7/22/2004,34.87
7/21/2004,34.4
7/20/2004,35.43
7/19/2004,34.6
7/16/2004,34.67
7/15/2004,35.07
7/14/2004,35.19
7/13/2004,35.55
7/12/2004,35.6
7/9/2004,35.75
7/8/2004,35.7
7/7/2004,36.1
7/6/2004,36.03
7/2/2004,36.82
7/1/2004,37.04
6/30/2004,37.74
6/29/2004,37.37
6/28/2004,37.02
6/25/2004,37.33
6/24/2004,37.05
6/23/2004,37.12
6/22/2004,36.68
6/21/2004,36.15
6/18/2004,36.44
6/17/2004,36.39
6/16/2004,36.73
6/15/2004,36.79
6/14/2004,36.32
6/10/2004,36.84
6/9/2004,36.58
6/8/2004,37.1
6/7/2004,37.05
6/4/2004,36.19
6/3/2004,35.98
6/2/2004,36.42
6/1/2004,36.5
5/28/2004,36.55
5/27/2004,36.42
5/26/2004,36.19
5/25/2004,35.96
5/24/2004,35.26
5/21/2004,35.02
5/20/2004,34.85
5/19/2004,34.69
5/18/2004,34.73
5/17/2004,34.42
5/14/2004,34.75
5/13/2004,35.01
5/12/2004,35.26
5/11/2004,35.19
5/10/2004,34.67
5/7/2004,34.97
5/6/2004,35.26
5/5/2004,35.53
5/4/2004,35.25
5/3/2004,35.1
4/30/2004,34.77
4/29/2004,35.64
4/28/2004,36.2
4/27/2004,36.87
4/26/2004,36.94
4/23/2004,37.21
4/22/2004,36.92
4/21/2004,35.99
4/20/2004,35.68
4/19/2004,36.53
4/16/2004,36.09
4/15/2004,36.15
4/14/2004,36.81
4/13/2004,36.63
4/12/2004,37.17
4/8/2004,36.94
4/7/2004,36.94
4/6/2004,36.98
4/5/2004,37.45
4/2/2004,37.1
4/1/2004,36.16
3/31/2004,35.84
3/30/2004,35.91
3/29/2004,35.79
3/26/2004,35.22
3/25/2004,35.34
3/24/2004,34.42
3/23/2004,34.03
3/22/2004,34.31
3/19/2004,34.75
3/18/2004,35.34
3/17/2004,35.5
3/16/2004,34.95
3/15/2004,34.89
3/12/2004,35.51
3/11/2004,34.87
3/10/2004,35.19
3/9/2004,35.66
3/8/2004,35.77
3/5/2004,36.63
3/4/2004,36.76
3/3/2004,36.42
3/2/2004,36.62
3/1/2004,37.05
2/27/2004,36.57
2/26/2004,36.67
2/25/2004,36.58
2/24/2004,36.36
2/23/2004,36.45
2/20/2004,36.86
2/19/2004,36.98
2/18/2004,37.55
2/17/2004,37.44
2/13/2004,36.94
2/12/2004,37.25
2/11/2004,37.58
2/10/2004,37.18
2/9/2004,37.12
2/6/2004,37.13
2/5/2004,36.47
2/4/2004,36.33
2/3/2004,36.93
2/2/2004,36.97
1/30/2004,37.07
1/29/2004,37.24
1/28/2004,37.1
1/27/2004,37.74
1/26/2004,38.59
1/23/2004,38.01
1/22/2004,38.15
1/21/2004,38.38
1/20/2004,38.54
1/16/2004,38.57
1/15/2004,38.18
1/14/2004,38.08
1/13/2004,37.95
1/12/2004,38.33
1/9/2004,37.73
1/8/2004,37.98
1/7/2004,37.68
1/6/2004,37.34
1/5/2004,37.09
1/2/2004,36.36
12/31/2003,36.46
12/30/2003,36.56
12/29/2003,36.44
12/26/2003,35.85
12/24/2003,35.9
12/23/2003,35.84
12/22/2003,35.57
12/19/2003,35.46
12/18/2003,35.56
12/17/2003,34.91
12/16/2003,34.85
12/15/2003,34.78
12/12/2003,35.24
12/11/2003,35.3
12/10/2003,34.56
12/9/2003,34.43
12/8/2003,35.24
12/5/2003,35.04
12/4/2003,35.63
12/3/2003,35.25
12/2/2003,35.7
12/1/2003,35.9
11/28/2003,35.38
11/26/2003,35.34
11/25/2003,35.18
11/24/2003,35.18
11/21/2003,34.23
11/20/2003,33.88
11/19/2003,34.21
11/18/2003,33.88
11/17/2003,34.68
11/14/2003,35.04
11/13/2003,35.77
11/12/2003,35.81
11/11/2003,35.06
11/10/2003,35.19
11/7/2003,35.63
11/6/2003,35.94
11/5/2003,35.84
11/4/2003,35.52
11/3/2003,35.76
10/31/2003,35.18
10/30/2003,35.39
10/29/2003,35.32
10/28/2003,35.36
10/27/2003,34.21
10/24/2003,34.2
10/23/2003,34.17
10/22/2003,34.57
10/21/2003,35.25
10/20/2003,35.04
10/17/2003,34.61
10/16/2003,35.46
10/15/2003,35.18
10/14/2003,35.33
10/13/2003,35.24
10/10/2003,35.01
10/9/2003,34.69
10/8/2003,34.43
10/7/2003,34.65
10/6/2003,34.44
10/3/2003,34.19
10/2/2003,33.26
10/1/2003,33.15
9/30/2003,32.42
9/29/2003,33.14
9/26/2003,32.58
9/25/2003,32.79
9/24/2003,33.22
9/23/2003,34.52
9/22/2003,33.92
9/19/2003,34.58
9/18/2003,34.78
9/17/2003,34.26
9/16/2003,34.4
9/15/2003,33.49
9/12/2003,33.82
9/11/2003,33.64
9/10/2003,33.27
9/9/2003,34.09
9/8/2003,34.5
9/5/2003,33.94
9/4/2003,34.16
9/3/2003,33.85
9/2/2003,33.87
8/29/2003,33.39
8/28/2003,33.09
8/27/2003,32.8
8/26/2003,32.54
8/25/2003,32.51
8/22/2003,32.44
8/21/2003,32.64
8/20/2003,32.29
8/19/2003,32.37
8/18/2003,31.97
8/15/2003,31.17
8/14/2003,30.9
8/13/2003,30.87
8/12/2003,30.86
8/11/2003,30.4
8/8/2003,30.07
8/7/2003,30.31
8/6/2003,30.19
8/5/2003,30.21
8/4/2003,31.45
8/1/2003,31.46
7/31/2003,31.8
7/30/2003,31.42
7/29/2003,31.65
7/28/2003,31.89
7/25/2003,31.8
7/24/2003,31.18
7/23/2003,31.6
7/22/2003,31.34
7/21/2003,30.88
7/18/2003,31.28
7/17/2003,31.18
7/16/2003,32.16
7/15/2003,32.26
7/14/2003,32.22
7/11/2003,31.84
7/10/2003,31.6
7/9/2003,32.2
7/8/2003,32.28
7/7/2003,31.89
7/3/2003,30.58
7/2/2003,30.97
7/1/2003,30.35
6/30/2003,29.95
6/27/2003,29.83
6/26/2003,30.22
6/25/2003,29.52
6/24/2003,29.68
6/23/2003,29.91
6/20/2003,30.38
6/19/2003,30.42
6/18/2003,30.92
6/17/2003,30.76
6/16/2003,30.88
6/13/2003,29.96
6/12/2003,30.65
6/11/2003,30.52
6/10/2003,30.18
6/9/2003,29.73
6/6/2003,30.13
6/5/2003,30.64
6/4/2003,30.42
6/3/2003,29.86
6/2/2003,29.58
5/30/2003,29.79
5/29/2003,29.31
5/28/2003,29.19
5/27/2003,29.1
5/23/2003,28.1
5/22/2003,28.09
5/21/2003,27.69
5/20/2003,27.77
5/19/2003,27.69
5/16/2003,28.7
5/15/2003,28.92
5/14/2003,28.6
5/13/2003,28.66
5/12/2003,28.84
5/9/2003,28.41
5/8/2003,27.77
5/7/2003,28.29
5/6/2003,28.61
5/5/2003,28.25
5/2/2003,28.28
5/1/2003,27.69
4/30/2003,27.45
4/29/2003,27.73
4/28/2003,27.48
4/25/2003,26.95
4/24/2003,27.48
4/23/2003,27.63
4/22/2003,27.43
4/21/2003,26.92
4/17/2003,26.82
4/16/2003,26.22
4/15/2003,26.28
4/14/2003,26.03
4/11/2003,25.51
4/10/2003,25.77
4/9/2003,25.46
4/8/2003,26.06
4/7/2003,26.09
4/4/2003,26.05
4/3/2003,26.48
4/2/2003,26.15
4/1/2003,25.45
3/31/2003,25.25
3/28/2003,26.08
3/27/2003,26.37
3/26/2003,26.56
3/25/2003,26.41
3/24/2003,26.04
3/21/2003,27.17
3/20/2003,26.8
3/19/2003,26.7
3/18/2003,26.93
3/17/2003,26.6
3/14/2003,25.72
3/13/2003,25.62
3/12/2003,24.23
3/11/2003,23.8
3/10/2003,24.01
3/7/2003,24.54
3/6/2003,24.49
3/5/2003,24.55
3/4/2003,24.5
3/3/2003,24.65
2/28/2003,25.16
2/27/2003,24.77
2/26/2003,24.22
2/25/2003,24.77
2/24/2003,24.74
2/21/2003,25.17
2/20/2003,24.98
2/19/2003,25.08
2/18/2003,25.25
2/14/2003,24.49
2/13/2003,23.94
2/12/2003,23.82
2/11/2003,24.15
2/10/2003,24.02
2/7/2003,23.81
2/6/2003,24.21
2/5/2003,24.08
2/4/2003,24.19
2/3/2003,24.49
1/31/2003,24.44
1/30/2003,24.5
1/29/2003,25.15
1/28/2003,24.78
1/27/2003,24.53
1/24/2003,24.82
1/23/2003,25.51
1/22/2003,24.93
1/21/2003,25.03
1/17/2003,25.31
1/16/2003,26.44
1/15/2003,26.74
1/14/2003,27.08
1/13/2003,26.94
1/10/2003,27.1
1/9/2003,26.7
1/8/2003,25.9
1/7/2003,26.65
1/6/2003,26.32
1/3/2003,25.68
1/2/2003,25.4
12/31/2002,24.37
12/30/2002,24.63
12/27/2002,24.82
12/26/2002,25.28
12/24/2002,25.35
12/23/2002,25.67
12/20/2002,25.32
12/19/2002,25.06
12/18/2002,25.38
12/17/2002,25.93
12/16/2002,25.85
12/13/2002,25.04
12/12/2002,25.86
12/11/2002,25.72
12/10/2002,25.6
12/9/2002,25.22
12/6/2002,26.47
12/5/2002,26.2
12/4/2002,26.57
12/3/2002,27.17
12/2/2002,28
11/29/2002,27.72
11/27/2002,27.91
11/26/2002,27.05
11/25/2002,27.99
11/22/2002,27.72
11/21/2002,27.73
11/20/2002,26.74
11/19/2002,25.65
11/18/2002,26.05
11/15/2002,26.44
11/14/2002,26.1
11/13/2002,25.23
11/12/2002,24.93
11/11/2002,24.31
11/8/2002,25.07
11/7/2002,25.54
11/6/2002,26.47
11/5/2002,26.1
11/4/2002,25.9
11/1/2002,25.25
10/31/2002,24.55
10/30/2002,24.56
10/29/2002,23.92
10/28/2002,24.49
10/25/2002,24.7
10/24/2002,23.98
10/23/2002,24.6
10/22/2002,24.14
10/21/2002,24.29
10/18/2002,23.81
10/17/2002,23.55
10/16/2002,22.78
10/15/2002,23.56
10/14/2002,22.48
10/11/2002,22.22
10/10/2002,21.08
10/9/2002,20.06
10/8/2002,20.2
10/7/2002,20.16
10/4/2002,20.35
10/3/2002,20.74
10/2/2002,21.25
10/1/2002,21.98
9/30/2002,20.72
9/27/2002,21.31
9/26/2002,21.6
9/25/2002,21.87
9/24/2002,21.03
9/23/2002,21.02
9/20/2002,21.67
9/19/2002,21.58
9/18/2002,21.93
9/17/2002,22.18
9/16/2002,22.66
9/13/2002,22.99
9/12/2002,22.81
9/11/2002,23.45
9/10/2002,23.65
9/9/2002,23.08
9/6/2002,22.85
9/5/2002,22.17
9/4/2002,22.73
9/3/2002,22.64
8/30/2002,23.49
8/29/2002,23.79
8/28/2002,23.48
8/27/2002,24.37
8/26/2002,25.25
8/23/2002,25.15
8/22/2002,26.16
8/21/2002,25.75
8/20/2002,25.19
8/19/2002,25.3
8/16/2002,24.7
8/15/2002,24.53
8/14/2002,24.04
8/13/2002,22.6
8/12/2002,23.4
8/9/2002,23.33
8/8/2002,23.57
8/7/2002,22.8
8/6/2002,22.5
8/5/2002,21.44
8/2/2002,22.25
8/1/2002,22.73
7/31/2002,23.85
7/30/2002,24.31
7/29/2002,23.83
7/26/2002,22.67
7/25/2002,22.25
7/24/2002,23.62
7/23/2002,22.4
7/22/2002,23.4
7/19/2002,23.99
7/18/2002,24.73
7/17/2002,25.65
7/16/2002,25.19
7/15/2002,25.57
7/12/2002,24.8
7/11/2002,24.8
7/10/2002,23.9
7/9/2002,24.66
7/8/2002,25.38
7/5/2002,26.34
7/3/2002,24.75
7/2/2002,23.95
7/1/2002,24.85
6/28/2002,26.1
6/27/2002,26.21
6/26/2002,25.65
6/25/2002,25.46
6/24/2002,26.33
6/21/2002,25.82
6/20/2002,26.46
6/19/2002,27.34
6/18/2002,29.02
6/17/2002,28.56
6/14/2002,27.62
6/13/2002,27.68
6/12/2002,27.86
6/11/2002,27.46
6/10/2002,28.25
6/7/2002,28.3
6/6/2002,28.88
6/5/2002,29.66
6/4/2002,29.36
6/3/2002,28.98
5/31/2002,30.04
5/30/2002,30.54
5/29/2002,30.28
5/28/2002,31.1
5/24/2002,31.24
5/23/2002,32.03
5/22/2002,31.4
5/21/2002,31.33
5/20/2002,32.21
5/17/2002,32.93
5/16/2002,32.86
5/15/2002,32.81
5/14/2002,32.57
5/13/2002,30.76
5/10/2002,29.56
5/9/2002,30.95
5/8/2002,31.77
5/7/2002,28.7
5/6/2002,28.97
5/3/2002,29.74
5/2/2002,30.51
5/1/2002,31.56
4/30/2002,31.73
4/29/2002,31.12
4/26/2002,31.04
4/25/2002,32.42
4/24/2002,32.5
4/23/2002,33.01
4/22/2002,33.59
4/19/2002,34.46
4/18/2002,34.35
4/17/2002,35.02
4/16/2002,35.2
4/15/2002,33.79
4/12/2002,33.52
4/11/2002,33
4/10/2002,33.84
4/9/2002,33.59
4/8/2002,34.8
4/5/2002,34.37
4/4/2002,34.76
4/3/2002,35.03
4/2/2002,35.09
4/1/2002,36.75
3/28/2002,36.06
3/27/2002,35.61
3/26/2002,35.89
3/25/2002,35.56
3/22/2002,36.68
3/21/2002,37.02
3/20/2002,36.06
3/19/2002,37.38
3/18/2002,37.44
3/15/2002,37.23
3/14/2002,36.86
3/13/2002,37.08
3/12/2002,38
3/11/2002,38.53
3/8/2002,38.67
3/7/2002,37.68
3/6/2002,37.6
3/5/2002,37.42
3/4/2002,37.15
3/1/2002,35.74
2/28/2002,33.78
2/27/2002,34.4
2/26/2002,34.88
2/25/2002,35.01
2/22/2002,33.65
2/21/2002,33.48
2/20/2002,35.15
2/19/2002,34.68
2/15/2002,35.78
2/14/2002,36.88
2/13/2002,36.95
2/12/2002,36.33
2/11/2002,36.63
2/8/2002,36.17
2/7/2002,35.19
2/6/2002,36.06
2/5/2002,36.31
2/4/2002,36.92
2/1/2002,38.14
1/31/2002,38.51
1/30/2002,38.27
1/29/2002,37.98
1/28/2002,39.05
1/25/2002,38.83
1/24/2002,38.94
1/23/2002,38.43
1/22/2002,37.4
1/18/2002,38.59
1/17/2002,39.65
1/16/2002,38.78
1/15/2002,40.34
1/14/2002,39.96
1/11/2002,40.85
1/10/2002,41.38
1/9/2002,41.11
1/8/2002,41.49
1/7/2002,41.21
1/4/2002,41.67
1/3/2002,41.5
1/2/2002,40.11
12/31/2001,38.91
12/28/2001,40.33
12/27/2001,40.01
12/26/2001,39.69
